word,language,repo,stars
sort,python,vinta/awesome-python,288707
key,python,vinta/awesome-python,288707
extract,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
save,python,vinta/awesome-python,288707
cache,python,vinta/awesome-python,288707
build,python,vinta/awesome-python,288707
graphql,python,vinta/awesome-python,288707
query,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
graphql,python,vinta/awesome-python,288707
response,python,vinta/awesome-python,288707
fetch,python,vinta/awesome-python,288707
batch,python,vinta/awesome-python,288707
main,python,vinta/awesome-python,288707
slugify,python,vinta/awesome-python,288707
render,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
html,python,vinta/awesome-python,288707
render,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
heading,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
extract,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
find,python,vinta/awesome-python,288707
child,python,vinta/awesome-python,288707
find,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
find,python,vinta/awesome-python,288707
first,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
leading,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
extract,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
html,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
list,python,vinta/awesome-python,288707
entries,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
section,python,vinta/awesome-python,288707
entries,python,vinta/awesome-python,288707
build,python,vinta/awesome-python,288707
section,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
bold,python,vinta/awesome-python,288707
marker,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
grouped,python,vinta/awesome-python,288707
sections,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
readme,python,vinta/awesome-python,288707
flush,python,vinta/awesome-python,288707
cat,python,vinta/awesome-python,288707
flush,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
simple,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
uppercase,python,vinta/awesome-python,288707
acronym,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
all,python,vinta/awesome-python,288707
caps,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
hyphenated,python,vinta/awesome-python,288707
input,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
special,python,vinta/awesome-python,288707
chars,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
single,python,vinta/awesome-python,288707
word,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
extra,python,vinta/awesome-python,288707
spaces,python,vinta/awesome-python,288707
make,python,vinta/awesome-python,288707
repo,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
build,python,vinta/awesome-python,288707
creates,python,vinta/awesome-python,288707
single,python,vinta/awesome-python,288707
page,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
build,python,vinta/awesome-python,288707
cleans,python,vinta/awesome-python,288707
stale,python,vinta/awesome-python,288707
output,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
index,python,vinta/awesome-python,288707
contains,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
names,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
index,python,vinta/awesome-python,288707
contains,python,vinta/awesome-python,288707
preview,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
build,python,vinta/awesome-python,288707
with,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
sorts,python,vinta/awesome-python,288707
by,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
non,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
io,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
trailing,python,vinta/awesome-python,288707
slash,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
deep,python,vinta/awesome-python,288707
path,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
dot,python,vinta/awesome-python,288707
git,python,vinta/awesome-python,288707
suffix,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
org,python,vinta/awesome-python,288707
only,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
returns,python,vinta/awesome-python,288707
empty,python,vinta/awesome-python,288707
when,python,vinta/awesome-python,288707
missing,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
loads,python,vinta/awesome-python,288707
valid,python,vinta/awesome-python,288707
json,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
returns,python,vinta/awesome-python,288707
empty,python,vinta/awesome-python,288707
on,python,vinta/awesome-python,288707
corrupt,python,vinta/awesome-python,288707
json,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
sorts,python,vinta/awesome-python,288707
by,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
descending,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
equal,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
sorted,python,vinta/awesome-python,288707
alphabetically,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
no,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
go,python,vinta/awesome-python,288707
to,python,vinta/awesome-python,288707
bottom,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
no,python,vinta/awesome-python,288707
stars,python,vinta/awesome-python,288707
sorted,python,vinta/awesome-python,288707
alphabetically,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
builtin,python,vinta/awesome-python,288707
between,python,vinta/awesome-python,288707
starred,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
unstarred,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
repo,python,vinta/awesome-python,288707
returns,python,vinta/awesome-python,288707
none,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
stdlib,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
gitlab,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
bitbucket,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
non,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
external,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
non,python,vinta/awesome-python,288707
repo,python,vinta/awesome-python,288707
returns,python,vinta/awesome-python,288707
none,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
under,python,vinta/awesome-python,288707
1000,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
exactly,python,vinta/awesome-python,288707
1000,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
large,python,vinta/awesome-python,288707
number,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
zero,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
basic,python,vinta/awesome-python,288707
extraction,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
duplicate,python,vinta/awesome-python,288707
entry,python,vinta/awesome-python,288707
merged,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
source,python,vinta/awesome-python,288707
type,python,vinta/awesome-python,288707
detected,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
extracts,python,vinta/awesome-python,288707
owner,python,vinta/awesome-python,288707
repo,python,vinta/awesome-python,288707
from,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
url,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
multiple,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
ignores,python,vinta/awesome-python,288707
non,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
urls,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
ignores,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
io,python,vinta/awesome-python,288707
urls,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
ignores,python,vinta/awesome-python,288707
github,python,vinta/awesome-python,288707
wiki,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
blob,python,vinta/awesome-python,288707
urls,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
handles,python,vinta/awesome-python,288707
trailing,python,vinta/awesome-python,288707
slash,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
deduplicates,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
strips,python,vinta/awesome-python,288707
fragment,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
creates,python,vinta/awesome-python,288707
directory,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
writes,python,vinta/awesome-python,288707
json,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
single,python,vinta/awesome-python,288707
repo,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
multiple,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
use,python,vinta/awesome-python,288707
aliases,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
empty,python,vinta/awesome-python,288707
list,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
skips,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
with,python,vinta/awesome-python,288707
quotes,python,vinta/awesome-python,288707
in,python,vinta/awesome-python,288707
name,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
skips,python,vinta/awesome-python,288707
only,python,vinta/awesome-python,288707
bad,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
parses,python,vinta/awesome-python,288707
star,python,vinta/awesome-python,288707
count,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
owner,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
skips,python,vinta/awesome-python,288707
null,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
handles,python,vinta/awesome-python,288707
missing,python,vinta/awesome-python,288707
owner,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
multiple,python,vinta/awesome-python,288707
repos,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
extracts,python,vinta/awesome-python,288707
last,python,vinta/awesome-python,288707
commit,python,vinta/awesome-python,288707
at,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
missing,python,vinta/awesome-python,288707
default,python,vinta/awesome-python,288707
branch,python,vinta/awesome-python,288707
ref,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
skips,python,vinta/awesome-python,288707
fetch,python,vinta/awesome-python,288707
when,python,vinta/awesome-python,288707
cache,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
fresh,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
fetches,python,vinta/awesome-python,288707
when,python,vinta/awesome-python,288707
cache,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
stale,python,vinta/awesome-python,288707
parse,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
content,python,vinta/awesome-python,288707
nodes,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
plain,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
escapes,python,vinta/awesome-python,288707
html,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
with,python,vinta/awesome-python,288707
target,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
emphasis,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
strong,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
code,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
mixed,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
plain,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
becomes,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
emphasis,python,vinta/awesome-python,288707
stripped,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
code,python,vinta/awesome-python,288707
inline,python,vinta/awesome-python,288707
kept,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
ungrouped,python,vinta/awesome-python,288707
categories,python,vinta/awesome-python,288707
go,python,vinta/awesome-python,288707
to,python,vinta/awesome-python,288707
other,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
ungrouped,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
names,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
slugs,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
contributing,python,vinta/awesome-python,288707
skipped,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
no,python,vinta/awesome-python,288707
separator,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
no,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
with,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
stripped,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
count,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
names,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
slugs,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
one,python,vinta/awesome-python,288707
has,python,vinta/awesome-python,288707
one,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
two,python,vinta/awesome-python,288707
has,python,vinta/awesome-python,288707
two,python,vinta/awesome-python,288707
categories,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
empty,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
skipped,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
bold,python,vinta/awesome-python,288707
with,python,vinta/awesome-python,288707
extra,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
not,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
marker,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
categories,python,vinta/awesome-python,288707
before,python,vinta/awesome-python,288707
any,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
marker,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
flat,python,vinta/awesome-python,288707
entries,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
only,python,vinta/awesome-python,288707
entry,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
subcategorized,python,vinta/awesome-python,288707
entries,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
before,python,vinta/awesome-python,288707
link,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
subcategory,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
also,python,vinta/awesome-python,288707
see,python,vinta/awesome-python,288707
sub,python,vinta/awesome-python,288707
entries,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
entry,python,vinta/awesome-python,288707
count,python,vinta/awesome-python,288707
includes,python,vinta/awesome-python,288707
also,python,vinta/awesome-python,288707
see,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
html,python,vinta/awesome-python,288707
escapes,python,vinta/awesome-python,288707
xss,python,vinta/awesome-python,288707
load,python,vinta/awesome-python,288707
readme,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
at,python,vinta/awesome-python,288707
least,python,vinta/awesome-python,288707
11,python,vinta/awesome-python,288707
groups,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
first,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
ai,python,vinta/awesome-python,288707
ml,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
at,python,vinta/awesome-python,288707
least,python,vinta/awesome-python,288707
69,python,vinta/awesome-python,288707
categories,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
contributing,python,vinta/awesome-python,288707
not,python,vinta/awesome-python,288707
in,python,vinta/awesome-python,288707
results,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
first,python,vinta/awesome-python,288707
category,python,vinta/awesome-python,288707
is,python,vinta/awesome-python,288707
ai,python,vinta/awesome-python,288707
and,python,vinta/awesome-python,288707
agents,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
web,python,vinta/awesome-python,288707
apis,python,vinta/awesome-python,288707
slug,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
descriptions,python,vinta/awesome-python,288707
extracted,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
entry,python,vinta/awesome-python,288707
counts,python,vinta/awesome-python,288707
nonzero,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
async,python,vinta/awesome-python,288707
has,python,vinta/awesome-python,288707
also,python,vinta/awesome-python,288707
see,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
description,python,vinta/awesome-python,288707
links,python,vinta/awesome-python,288707
stripped,python,vinta/awesome-python,288707
to,python,vinta/awesome-python,288707
text,python,vinta/awesome-python,288707
test,python,vinta/awesome-python,288707
miscellaneous,python,vinta/awesome-python,288707
in,python,vinta/awesome-python,288707
own,python,vinta/awesome-python,288707
group,python,vinta/awesome-python,288707
put,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
children,java,iluwatar/java-design-patterns,93832
build,java,iluwatar/java-design-patterns,93832
string,java,iluwatar/java-design-patterns,93832
representation,java,iluwatar/java-design-patterns,93832
put,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
children,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
model,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
parts,java,iluwatar/java-design-patterns,93832
children,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
price,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
type,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
put,java,iluwatar/java-design-patterns,93832
and,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
value,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
retrieve,java,iluwatar/java-design-patterns,93832
children,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
retrieve,java,iluwatar/java-design-patterns,93832
empty,java,iluwatar/java-design-patterns,93832
stream,java,iluwatar/java-design-patterns,93832
for,java,iluwatar/java-design-patterns,93832
non,java,iluwatar/java-design-patterns,93832
existing,java,iluwatar/java-design-patterns,93832
children,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
include,java,iluwatar/java-design-patterns,93832
props,java,iluwatar/java-design-patterns,93832
in,java,iluwatar/java-design-patterns,93832
to,java,iluwatar/java-design-patterns,93832
string,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
handle,java,iluwatar/java-design-patterns,93832
exception,java,iluwatar/java-design-patterns,93832
during,java,iluwatar/java-design-patterns,93832
construction,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
put,java,iluwatar/java-design-patterns,93832
and,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
nested,java,iluwatar/java-design-patterns,93832
document,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
update,java,iluwatar/java-design-patterns,93832
existing,java,iluwatar/java-design-patterns,93832
value,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
execute,java,iluwatar/java-design-patterns,93832
app,java,iluwatar/java-design-patterns,93832
without,java,iluwatar/java-design-patterns,93832
exception,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
construct,java,iluwatar/java-design-patterns,93832
part,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
construct,java,iluwatar/java-design-patterns,93832
car,java,iluwatar/java-design-patterns,93832
run,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
kingdom,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
castle,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
king,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
army,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
make,java,iluwatar/java-design-patterns,93832
factory,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
castle,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
king,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
army,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
description,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
castle,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
king,java,iluwatar/java-design-patterns,93832
create,java,iluwatar/java-design-patterns,93832
army,java,iluwatar/java-design-patterns,93832
verify,java,iluwatar/java-design-patterns,93832
king,java,iluwatar/java-design-patterns,93832
creation,java,iluwatar/java-design-patterns,93832
verify,java,iluwatar/java-design-patterns,93832
castle,java,iluwatar/java-design-patterns,93832
creation,java,iluwatar/java-design-patterns,93832
verify,java,iluwatar/java-design-patterns,93832
army,java,iluwatar/java-design-patterns,93832
creation,java,iluwatar/java-design-patterns,93832
verify,java,iluwatar/java-design-patterns,93832
elf,java,iluwatar/java-design-patterns,93832
kingdom,java,iluwatar/java-design-patterns,93832
creation,java,iluwatar/java-design-patterns,93832
verify,java,iluwatar/java-design-patterns,93832
orc,java,iluwatar/java-design-patterns,93832
kingdom,java,iluwatar/java-design-patterns,93832
creation,java,iluwatar/java-design-patterns,93832
should,java,iluwatar/java-design-patterns,93832
execute,java,iluwatar/java-design-patterns,93832
application,java,iluwatar/java-design-patterns,93832
without,java,iluwatar/java-design-patterns,93832
exception,java,iluwatar/java-design-patterns,93832
eat,java,iluwatar/java-design-patterns,93832
roam,java,iluwatar/java-design-patterns,93832
name,java,iluwatar/java-design-patterns,93832
kill,java,iluwatar/java-design-patterns,93832
get,java,iluwatar/java-design-patterns,93832
status,java,iluwatar/java-design-patterns,93832
make,python,TheAlgorithms/Python,219007
lowpass,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
highpass,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
bandpass,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
allpass,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
peak,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
lowshelf,python,TheAlgorithms/Python,219007
make,python,TheAlgorithms/Python,219007
highshelf,python,TheAlgorithms/Python,219007
set,python,TheAlgorithms/Python,219007
coefficients,python,TheAlgorithms/Python,219007
process,python,TheAlgorithms/Python,219007
get,python,TheAlgorithms/Python,219007
bounds,python,TheAlgorithms/Python,219007
show,python,TheAlgorithms/Python,219007
frequency,python,TheAlgorithms/Python,219007
response,python,TheAlgorithms/Python,219007
show,python,TheAlgorithms/Python,219007
phase,python,TheAlgorithms/Python,219007
response,python,TheAlgorithms/Python,219007
process,python,TheAlgorithms/Python,219007
combination,python,TheAlgorithms/Python,219007
lists,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
all,python,TheAlgorithms/Python,219007
combinations,python,TheAlgorithms/Python,219007
create,python,TheAlgorithms/Python,219007
all,python,TheAlgorithms/Python,219007
state,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
all,python,TheAlgorithms/Python,219007
permutations,python,TheAlgorithms/Python,219007
create,python,TheAlgorithms/Python,219007
state,python,TheAlgorithms/Python,219007
space,python,TheAlgorithms/Python,219007
tree,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
all,python,TheAlgorithms/Python,219007
subsequences,python,TheAlgorithms/Python,219007
create,python,TheAlgorithms/Python,219007
state,python,TheAlgorithms/Python,219007
space,python,TheAlgorithms/Python,219007
tree,python,TheAlgorithms/Python,219007
valid,python,TheAlgorithms/Python,219007
coloring,python,TheAlgorithms/Python,219007
util,python,TheAlgorithms/Python,219007
color,python,TheAlgorithms/Python,219007
color,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
combination,python,TheAlgorithms/Python,219007
sum,python,TheAlgorithms/Python,219007
main,python,TheAlgorithms/Python,219007
is,python,TheAlgorithms/Python,219007
valid,python,TheAlgorithms/Python,219007
place,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
remove,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
solve,python,TheAlgorithms/Python,219007
crossword,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
parenthesis,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
parentheses,python,TheAlgorithms/Python,219007
iterative,python,TheAlgorithms/Python,219007
valid,python,TheAlgorithms/Python,219007
connection,python,TheAlgorithms/Python,219007
util,python,TheAlgorithms/Python,219007
hamilton,python,TheAlgorithms/Python,219007
cycle,python,TheAlgorithms/Python,219007
hamilton,python,TheAlgorithms/Python,219007
cycle,python,TheAlgorithms/Python,219007
get,python,TheAlgorithms/Python,219007
valid,python,TheAlgorithms/Python,219007
pos,python,TheAlgorithms/Python,219007
is,python,TheAlgorithms/Python,219007
complete,python,TheAlgorithms/Python,219007
open,python,TheAlgorithms/Python,219007
knight,python,TheAlgorithms/Python,219007
tour,python,TheAlgorithms/Python,219007
helper,python,TheAlgorithms/Python,219007
open,python,TheAlgorithms/Python,219007
knight,python,TheAlgorithms/Python,219007
tour,python,TheAlgorithms/Python,219007
match,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
pattern,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
minimax,python,TheAlgorithms/Python,219007
